Category,Keyword,Tweet_Timestamp,Tweet_Content,Tweet_Number_of_Retweets,Tweet_Number_of_Likes,Tweet_Number_of_Looks,Lemmatized_Tweets,Clean_Tweets,Cleaned_Tweet_Emojified,Label,Hate_Keyword_Flag,Sentiment,Label_Validation
TopPost,#parisolympics,03-08-2024,You are not winning You are cheating all alongNo tears will ever justify it#Paris2024 #ParisOlympics,0,0,202,winning cheating alongno tear ever justify itparis2024 parisolympics,"['winning', 'cheating', 'alongno', 'tear', 'ever', 'justify', 'itparis2024', 'parisolympics']",winning cheating alongno tear ever justify itparis2024 parisolympics,hate,True,positive,Potential Mislabeling
TopPost,#paris2024,31-07-2017,Tremendous news that the excellent #Paris2024 logo won't go to waste.,0,4,0,tremendous news excellent paris2024 logo wont go waste,"['tremendous', 'news', 'excellent', 'paris2024', 'logo', 'wont', 'go', 'waste']",tremendous news excellent paris2024 logo wont go waste,hate,True,positive,Potential Mislabeling
TopPost,#olympics2024,07-08-2024,BJP MP Hema Malini says Ã¢Â€ÂœVinesh Phogat will get nothing now.Ã¢Â€ÂLook at her weird smile while making such disgraceful remarks against an athlete representing India.Are BJP ministers happy with her disqualification because she protested against Modi?#Phogat_Vinesh #Olympics2024,306,917,76000,bjp mp hema malini say vinesh phogat get nothing nowlook weird smile making disgraceful remark athlete representing indiaare bjp minister happy disqualification protested modiphogatvinesh olympics2024,"['bjp', 'mp', 'hema', 'malini', 'say', 'vinesh', 'phogat', 'get', 'nothing', 'nowlook', 'weird', 'smile', 'making', 'disgraceful', 'remark', 'athlete', 'representing', 'indiaare', 'bjp', 'minister', 'happy', 'disqualification', 'protested', 'modiphogatvinesh', 'olympics2024']",bjp mp hema malini say vinesh phogat get nothing nowlook weird smile making disgraceful remark athlete representing indiaare bjp minister happy disqualification protested modiphogatvinesh olympics2024,hate,True,positive,Potential Mislabeling
TopPost,#olympics2024,27-07-2024,"Let's talk about rising #COVID19 cases in France, health risks at the Paris Olympics, and the controversy around an Iraqi athlete's positive test for banned substances. Tune in on @9NEWS for the latest updates! #Olympics2024 #HealthWatch Full Story: https://youtu.be/MZqfF4vdg7M",0,5,1300,let talk rising covid19 case france health risk paris olympics controversy iraqi athlete positive test banned substance tune latest update olympics2024 healthwatch full story,"['let', 'talk', 'rising', 'covid19', 'case', 'france', 'health', 'risk', 'paris', 'olympics', 'controversy', 'iraqi', 'athlete', 'positive', 'test', 'banned', 'substance', 'tune', 'latest', 'update', 'olympics2024', 'healthwatch', 'full', 'story']",let talk rising covid19 case france health risk paris olympics controversy iraqi athlete positive test banned substance tune latest update olympics2024 healthwatch full story,hate,True,positive,Potential Mislabeling
TopPost,#olympics2024,09-05-2024,"LOL VAR mana #TimnasDay  kena aja kagak, dilanggar pun diluar kotak penalti.... lahh malah wasit ngasih penalti.. haiyaa .. pinter akting babang guinea nya#idnvsgui23 #indonesiau23 #Olympics2024",2500,6800,732000,lol var mana timnasday kena aja kagak dilanggar pun diluar kotak penalti lahh malah wasit ngasih penalti haiyaa pinter akting babang guinea nyaidnvsgui23 indonesiau23 olympics2024,"['lol', 'var', 'mana', 'timnasday', 'kena', 'aja', 'kagak', 'dilanggar', 'pun', 'diluar', 'kotak', 'penalti', 'lahh', 'malah', 'wasit', 'ngasih', 'penalti', 'haiyaa', 'pinter', 'akting', 'babang', 'guinea', 'nyaidnvsgui23', 'indonesiau23', 'olympics2024']",lol var mana timnasday kena aja kagak dilanggar pun diluar kotak penalti lahh malah wasit ngasih penalti haiyaa pinter akting babang guinea nyaidnvsgui23 indonesiau23 olympics2024,hate,True,positive,Potential Mislabeling
TopPost,#parisolympics,07-08-2024,An unforgettable ending to a legendary career! #ParisOlympics41-year-old Cuban wrestler Mijain Lopez has become the first athlete in Olympic history to win five straight golds in one individual event.,153,829,100000,unforgettable ending legendary career parisolympics41yearold cuban wrestler mijain lopez become first athlete olympic history win straight gold individual event,"['unforgettable', 'ending', 'legendary', 'career', 'parisolympics41yearold', 'cuban', 'wrestler', 'mijain', 'lopez', 'become', 'first', 'athlete', 'olympic', 'history', 'win', 'straight', 'gold', 'individual', 'event']",unforgettable ending legendary career parisolympics41yearold cuban wrestler mijain lopez become first athlete olympic history 🏆 straight 🥇 individual event,hate,True,positive,Potential Mislabeling
TopPost,#olympics2024,27-07-2024,"Let's talk about rising #COVID19 cases in France, health risks at the Paris Olympics, and the controversy around an Iraqi athlete's positive test for banned substances. Tune in on @9NEWS for the latest updates! #Olympics2024 #HealthWatch Full Story: https://youtu.be/MZqfF4vdg7M",0,5,1300,let talk rising covid19 case france health risk paris olympics controversy iraqi athlete positive test banned substance tune latest update olympics2024 healthwatch full story,"['let', 'talk', 'rising', 'covid19', 'case', 'france', 'health', 'risk', 'paris', 'olympics', 'controversy', 'iraqi', 'athlete', 'positive', 'test', 'banned', 'substance', 'tune', 'latest', 'update', 'olympics2024', 'healthwatch', 'full', 'story']",let talk rising covid19 case france health risk paris olympics controversy iraqi athlete positive test banned substance tune latest update olympics2024 healthwatch full story,hate,True,positive,Potential Mislabeling
TopPost,#olympics2024,07-05-2024,Chengdu City Sichuan #Chengdu2024 #sichuan #city #beautiful #China #Rafah #okwx #bbrightvc #KimPau #RIPMphoSebeng #Salman #XiJinping #Viralvideo #skycrappers #Pakistan #PakistanCricket #olympics2024 #T20WorldCup2024 #Qatari #SaudiArabia #Chinese #Bangladesh #Dublin,0,1,1100,chengdu city sichuan chengdu2024 sichuan city beautiful china rafah okwx bbrightvc kimpau ripmphosebeng salman xijinping viralvideo skycrappers pakistan pakistancricket olympics2024 t20worldcup2024 qatari saudiarabia chinese bangladesh dublin,"['chengdu', 'city', 'sichuan', 'chengdu2024', 'sichuan', 'city', 'beautiful', 'china', 'rafah', 'okwx', 'bbrightvc', 'kimpau', 'ripmphosebeng', 'salman', 'xijinping', 'viralvideo', 'skycrappers', 'pakistan', 'pakistancricket', 'olympics2024', 't20worldcup2024', 'qatari', 'saudiarabia', 'chinese', 'bangladesh', 'dublin']",chengdu city sichuan chengdu2024 sichuan city beautiful china rafah okwx bbrightvc kimpau ripmphosebeng salman xijinping viralvideo skycrappers pakistan pakistancricket olympics2024 t20worldcup2024 qatari saudiarabia chinese bangladesh dublin,hate,True,positive,Potential Mislabeling
TopPost,#olympics2024,05-08-2024,"#TaiwanÃ¢Â€Â™s badminton champs just soared at the #ParisOlympics, but #ChinaÃ¢Â€Â™s response? This classic case of the Ã¢Â€ÂœAh Q SpiritÃ¢Â€Â Ã¢Â€Â“ a bizarre mix of denial and self-deception. TaiwanÃ¢Â€Â™s gold is THEIR victory, not ChinaÃ¢Â€Â™s.#Olympics2024 1/2 @HKokbore@GundamNorthrop@SolomonYue",5,7,2400,taiwan badminton champ soared parisolympics china response classic case ah q spirit bizarre mix denial selfdeception taiwan gold victory chinasolympics2024 hkokboregundamnorthropsolomonyue,"['taiwan', 'badminton', 'champ', 'soared', 'parisolympics', 'china', 'response', 'classic', 'case', 'ah', 'q', 'spirit', 'bizarre', 'mix', 'denial', 'selfdeception', 'taiwan', 'gold', 'victory', 'chinasolympics2024', 'hkokboregundamnorthropsolomonyue']",taiwan badminton champ soared parisolympics china response classic case ah q spirit bizarre mix denial selfdeception taiwan 🥇 victory chinasolympics2024 hkokboregundamnorthropsolomonyue,hate,True,positive,Potential Mislabeling
TopPost,#olympics2024,05-08-2024,"#TaiwanÃ¢Â€Â™s badminton champs just soared at the #ParisOlympics, but #ChinaÃ¢Â€Â™s response? This classic case of the Ã¢Â€ÂœAh Q SpiritÃ¢Â€Â Ã¢Â€Â“ a bizarre mix of denial and self-deception. TaiwanÃ¢Â€Â™s gold is THEIR victory, not ChinaÃ¢Â€Â™s.#Olympics2024 1/2 @HKokbore@GundamNorthrop@SolomonYue",5,7,2400,taiwan badminton champ soared parisolympics china response classic case ah q spirit bizarre mix denial selfdeception taiwan gold victory chinasolympics2024 hkokboregundamnorthropsolomonyue,"['taiwan', 'badminton', 'champ', 'soared', 'parisolympics', 'china', 'response', 'classic', 'case', 'ah', 'q', 'spirit', 'bizarre', 'mix', 'denial', 'selfdeception', 'taiwan', 'gold', 'victory', 'chinasolympics2024', 'hkokboregundamnorthropsolomonyue']",taiwan badminton champ soared parisolympics china response classic case ah q spirit bizarre mix denial selfdeception taiwan 🥇 victory chinasolympics2024 hkokboregundamnorthropsolomonyue,hate,True,positive,Potential Mislabeling
TopPost,#olympics2024,07-08-2024,Jack's Olympic dream is over but it was incredibly close against his Spanish opponent in the repechage.#Olympics2024,0,6,682,jack olympic dream incredibly close spanish opponent repechageolympics2024,"['jack', 'olympic', 'dream', 'incredibly', 'close', 'spanish', 'opponent', 'repechageolympics2024']",jack olympic dream incredibly close spanish opponent repechageolympics2024,hate,True,positive,Potential Mislabeling
TopPost,#olympics2024,07-08-2024,Jack's Olympic dream is over but it was incredibly close against his Spanish opponent in the repechage.#Olympics2024,0,6,682,jack olympic dream incredibly close spanish opponent repechageolympics2024,"['jack', 'olympic', 'dream', 'incredibly', 'close', 'spanish', 'opponent', 'repechageolympics2024']",jack olympic dream incredibly close spanish opponent repechageolympics2024,hate,True,positive,Potential Mislabeling
TopPost,#olympics2024,11-04-2024,"Mr. Prashant Kumar on March 18, 2024: Each Indian athlete's medal is a win for all 1.4 billion of us, backed by Indian Olympics Association, coaches, families, and YES BANK's steadfast support. Let's get behind our Olympic heroes for Paris 2024! #TeamIndia #Olympics2024",1,18,4000,mr prashant kumar march indian athlete win u backed indian olympics association coach family yes bank steadfast support let get olympic hero paris teamindia olympics2024,"['mr', 'prashant', 'kumar', 'march', 'indian', 'athlete', 'win', 'u', 'backed', 'indian', 'olympics', 'association', 'coach', 'family', 'yes', 'bank', 'steadfast', 'support', 'let', 'get', 'olympic', 'hero', 'paris', 'teamindia', 'olympics2024']",mr prashant kumar march indian athlete 🏆 u backed indian olympics association coach family yes bank steadfast support let get olympic hero paris teamindia olympics2024,hate,True,positive,Potential Mislabeling
TopPost,#paris2024,08-08-2024,Letsile Tebogo puts Botswana on top of the world  Stream #Paris2024 live: https://tinyurl.com/4wrtdwtb  #CloserToYourChampions,1700,4100,130000,letsile tebogo put top world stream paris2024 live closertoyourchampions,"['letsile', 'tebogo', 'put', 'top', 'world', 'stream', 'paris2024', 'live', 'closertoyourchampions']",letsile tebogo put top 🌎 stream paris2024 live closertoyourchampions,hate,True,positive,Potential Mislabeling
TopPost,#paris2024,08-08-2024,Team South Africa are through to the Men's 4x100m Relay final A brilliant final leg from Akani Simbine sees them finish second in their heat and record a season's best time #Paris2024 | #CloserToYourChampions,1000,4000,328000,team south men relay final brilliant final leg akani simbine see finish second heat record season best time paris2024 closertoyourchampions,"['team', 'south', 'men', 'relay', 'final', 'brilliant', 'final', 'leg', 'akani', 'simbine', 'see', 'finish', 'second', 'heat', 'record', 'season', 'best', 'time', 'paris2024', 'closertoyourchampions']",👥 south men relay final brilliant final leg akani simbine see finish second heat 📈 season best time paris2024 closertoyourchampions,hate,True,positive,Potential Mislabeling
TopPost,#paris2024,06-08-2024,That face of pure joy on a man who just beat up yet another woman on the worldÃ¢Â€Â™s stage. Shameful. #Paris2024,5000,29000,797000,face pure joy man beat yet woman world stage shameful paris2024,"['face', 'pure', 'joy', 'man', 'beat', 'yet', 'woman', 'world', 'stage', 'shameful', 'paris2024']",face pure joy man beat yet woman 🌎 stage shameful paris2024,hate,True,positive,Potential Mislabeling
TopPost,#parisolympics,07-08-2024,An unforgettable ending to a legendary career! #ParisOlympics41-year-old Cuban wrestler Mijain Lopez has become the first athlete in Olympic history to win five straight golds in one individual event.,153,830,100000,unforgettable ending legendary career parisolympics41yearold cuban wrestler mijain lopez become first athlete olympic history win straight gold individual event,"['unforgettable', 'ending', 'legendary', 'career', 'parisolympics41yearold', 'cuban', 'wrestler', 'mijain', 'lopez', 'become', 'first', 'athlete', 'olympic', 'history', 'win', 'straight', 'gold', 'individual', 'event']",unforgettable ending legendary career parisolympics41yearold cuban wrestler mijain lopez become first athlete olympic history 🏆 straight 🥇 individual event,hate,True,positive,Potential Mislabeling
TopPost,#olympics2024,07-08-2024,BJP MP Hema Malini says Ã¢Â€ÂœVinesh Phogat will get nothing now.Ã¢Â€ÂLook at her weird smile while making such disgraceful remarks against an athlete representing India.Are BJP ministers happy with her disqualification because she protested against Modi?#Phogat_Vinesh #Olympics2024,306,918,76000,bjp mp hema malini say vinesh phogat get nothing nowlook weird smile making disgraceful remark athlete representing indiaare bjp minister happy disqualification protested modiphogatvinesh olympics2024,"['bjp', 'mp', 'hema', 'malini', 'say', 'vinesh', 'phogat', 'get', 'nothing', 'nowlook', 'weird', 'smile', 'making', 'disgraceful', 'remark', 'athlete', 'representing', 'indiaare', 'bjp', 'minister', 'happy', 'disqualification', 'protested', 'modiphogatvinesh', 'olympics2024']",bjp mp hema malini say vinesh phogat get nothing nowlook weird smile making disgraceful remark athlete representing indiaare bjp minister happy disqualification protested modiphogatvinesh olympics2024,hate,True,positive,Potential Mislabeling
TopPost,#paris2024,08-08-2024,"92.97= GOLDThis is perhaps the biggest individual achievement by a Pakistani athlete. The entire nation is proud of #ArshadNadeem. Thank you for representing our country the way u have, thank u for bringing hope. Champion of champions. #Paris2024 #PakistanZindabad",903,8800,136000,goldthis perhaps biggest individual achievement pakistani athlete entire nation proud arshadnadeem representing country way u thank u bringing hope champion champion paris2024 pakistanzindabad,"['goldthis', 'perhaps', 'biggest', 'individual', 'achievement', 'pakistani', 'athlete', 'entire', 'nation', 'proud', 'arshadnadeem', 'representing', 'country', 'way', 'u', 'thank', 'u', 'bringing', 'hope', 'champion', 'champion', 'paris2024', 'pakistanzindabad']",goldthis perhaps biggest individual achievement pakistani athlete entire nation proud arshadnadeem representing country way u thank u bringing hope 👑 👑 paris2024 pakistanzindabad,hate,True,positive,Potential Mislabeling
TopPost,#paris2024,08-08-2024,"92.97= GOLDThis is perhaps the biggest individual achievement by a Pakistani athlete. The entire nation is proud of #ArshadNadeem. Thank you for representing our country the way u have, thank u for bringing hope. Champion of champions. #Paris2024 #PakistanZindabad",903,8800,136000,goldthis perhaps biggest individual achievement pakistani athlete entire nation proud arshadnadeem representing country way u thank u bringing hope champion champion paris2024 pakistanzindabad,"['goldthis', 'perhaps', 'biggest', 'individual', 'achievement', 'pakistani', 'athlete', 'entire', 'nation', 'proud', 'arshadnadeem', 'representing', 'country', 'way', 'u', 'thank', 'u', 'bringing', 'hope', 'champion', 'champion', 'paris2024', 'pakistanzindabad']",goldthis perhaps biggest individual achievement pakistani athlete entire nation proud arshadnadeem representing country way u thank u bringing hope 👑 👑 paris2024 pakistanzindabad,hate,True,positive,Potential Mislabeling
TopPost,#paris2024,08-08-2024,"92.97= GOLDThis is perhaps the biggest individual achievement by a Pakistani athlete. The entire nation is proud of #ArshadNadeem. Thank you for representing our country the way u have, thank u for bringing hope. Champion of champions. #Paris2024 #PakistanZindabad",903,0,136000,goldthis perhaps biggest individual achievement pakistani athlete entire nation proud arshadnadeem representing country way u thank u bringing hope champion champion paris2024 pakistanzindabad,"['goldthis', 'perhaps', 'biggest', 'individual', 'achievement', 'pakistani', 'athlete', 'entire', 'nation', 'proud', 'arshadnadeem', 'representing', 'country', 'way', 'u', 'thank', 'u', 'bringing', 'hope', 'champion', 'champion', 'paris2024', 'pakistanzindabad']",goldthis perhaps biggest individual achievement pakistani athlete entire nation proud arshadnadeem representing country way u thank u bringing hope 👑 👑 paris2024 pakistanzindabad,hate,True,positive,Potential Mislabeling
TopPost,#parisolympics,03-08-2024,You are not winning You are cheating all alongNo tears will ever justify it#Paris2024 #ParisOlympics,0,0,203,winning cheating alongno tear ever justify itparis2024 parisolympics,"['winning', 'cheating', 'alongno', 'tear', 'ever', 'justify', 'itparis2024', 'parisolympics']",winning cheating alongno tear ever justify itparis2024 parisolympics,hate,True,positive,Potential Mislabeling
TopPost,#paris2024,31-07-2017,Tremendous news that the excellent #Paris2024 logo won't go to waste.,0,4,0,tremendous news excellent paris2024 logo wont go waste,"['tremendous', 'news', 'excellent', 'paris2024', 'logo', 'wont', 'go', 'waste']",tremendous news excellent paris2024 logo wont go waste,hate,True,positive,Potential Mislabeling
TopPost,#olympics2024,08-08-2024,Arshad Nadeem  is so close to become most famous man alive in pakistan today #JavelinThrow #Olympics2024Paris #NeerajChopra #Olympics2024,0,8,771,arshad nadeem close become famous man alive pakistan today javelinthrow olympics2024paris neerajchopra olympics2024,"['arshad', 'nadeem', 'close', 'become', 'famous', 'man', 'alive', 'pakistan', 'today', 'javelinthrow', 'olympics2024paris', 'neerajchopra', 'olympics2024']",arshad nadeem close become famous man alive pakistan today javelinthrow olympics2024paris neerajchopra olympics2024,hate,True,positive,Potential Mislabeling
TopPost,#paris2024,08-08-2024,Letsile Tebogo puts Botswana on top of the world  Stream #Paris2024 live: https://tinyurl.com/4wrtdwtb  #CloserToYourChampions,1800,4300,141000,letsile tebogo put top world stream paris2024 live closertoyourchampions,"['letsile', 'tebogo', 'put', 'top', 'world', 'stream', 'paris2024', 'live', 'closertoyourchampions']",letsile tebogo put top 🌎 stream paris2024 live closertoyourchampions,hate,True,positive,Potential Mislabeling
TopPost,#paris2024,08-08-2024,Team South Africa are through to the Men's 4x100m Relay final A brilliant final leg from Akani Simbine sees them finish second in their heat and record a season's best time #Paris2024 | #CloserToYourChampions,1000,4000,331000,team south men relay final brilliant final leg akani simbine see finish second heat record season best time paris2024 closertoyourchampions,"['team', 'south', 'men', 'relay', 'final', 'brilliant', 'final', 'leg', 'akani', 'simbine', 'see', 'finish', 'second', 'heat', 'record', 'season', 'best', 'time', 'paris2024', 'closertoyourchampions']",👥 south men relay final brilliant final leg akani simbine see finish second heat 📈 season best time paris2024 closertoyourchampions,hate,True,positive,Potential Mislabeling
TopPost,#parisolympics,07-08-2024,An unforgettable ending to a legendary career! #ParisOlympics41-year-old Cuban wrestler Mijain Lopez has become the first athlete in Olympic history to win five straight golds in one individual event.,153,831,100000,unforgettable ending legendary career parisolympics41yearold cuban wrestler mijain lopez become first athlete olympic history win straight gold individual event,"['unforgettable', 'ending', 'legendary', 'career', 'parisolympics41yearold', 'cuban', 'wrestler', 'mijain', 'lopez', 'become', 'first', 'athlete', 'olympic', 'history', 'win', 'straight', 'gold', 'individual', 'event']",unforgettable ending legendary career parisolympics41yearold cuban wrestler mijain lopez become first athlete olympic history 🏆 straight 🥇 individual event,hate,True,positive,Potential Mislabeling
TopPost,#paris2024,06-08-2024,That face of pure joy on a man who just beat up yet another woman on the worldÃ¢Â€Â™s stage. Shameful. #Paris2024,5000,29000,798000,face pure joy man beat yet woman world stage shameful paris2024,"['face', 'pure', 'joy', 'man', 'beat', 'yet', 'woman', 'world', 'stage', 'shameful', 'paris2024']",face pure joy man beat yet woman 🌎 stage shameful paris2024,hate,True,positive,Potential Mislabeling
TopPost,#paris2024,08-08-2024,"92.97= GOLDThis is perhaps the biggest individual achievement by a Pakistani athlete. The entire nation is proud of #ArshadNadeem. Thank you for representing our country the way u have, thank u for bringing hope. Champion of champions. #Paris2024 #PakistanZindabad",939,9300,149000,goldthis perhaps biggest individual achievement pakistani athlete entire nation proud arshadnadeem representing country way u thank u bringing hope champion champion paris2024 pakistanzindabad,"['goldthis', 'perhaps', 'biggest', 'individual', 'achievement', 'pakistani', 'athlete', 'entire', 'nation', 'proud', 'arshadnadeem', 'representing', 'country', 'way', 'u', 'thank', 'u', 'bringing', 'hope', 'champion', 'champion', 'paris2024', 'pakistanzindabad']",goldthis perhaps biggest individual achievement pakistani athlete entire nation proud arshadnadeem representing country way u thank u bringing hope 👑 👑 paris2024 pakistanzindabad,hate,True,positive,Potential Mislabeling
TopPost,#olympics2024,08-08-2024,Arshad Nadeem  is so close to become most famous man alive in pakistan today #JavelinThrow #Olympics2024Paris #NeerajChopra #Olympics2024,0,8,772,arshad nadeem close become famous man alive pakistan today javelinthrow olympics2024paris neerajchopra olympics2024,"['arshad', 'nadeem', 'close', 'become', 'famous', 'man', 'alive', 'pakistan', 'today', 'javelinthrow', 'olympics2024paris', 'neerajchopra', 'olympics2024']",arshad nadeem close become famous man alive pakistan today javelinthrow olympics2024paris neerajchopra olympics2024,hate,True,positive,Potential Mislabeling
TopPost,#paris2024,08-08-2024,Letsile Tebogo puts Botswana on top of the world  Stream #Paris2024 live: https://tinyurl.com/4wrtdwtb  #CloserToYourChampions,1800,4400,143000,letsile tebogo put top world stream paris2024 live closertoyourchampions,"['letsile', 'tebogo', 'put', 'top', 'world', 'stream', 'paris2024', 'live', 'closertoyourchampions']",letsile tebogo put top 🌎 stream paris2024 live closertoyourchampions,hate,True,positive,Potential Mislabeling
TopPost,#paris2024,08-08-2024,Team South Africa are through to the Men's 4x100m Relay final A brilliant final leg from Akani Simbine sees them finish second in their heat and record a season's best time #Paris2024 | #CloserToYourChampions,1000,4000,332000,team south men relay final brilliant final leg akani simbine see finish second heat record season best time paris2024 closertoyourchampions,"['team', 'south', 'men', 'relay', 'final', 'brilliant', 'final', 'leg', 'akani', 'simbine', 'see', 'finish', 'second', 'heat', 'record', 'season', 'best', 'time', 'paris2024', 'closertoyourchampions']",👥 south men relay final brilliant final leg akani simbine see finish second heat 📈 season best time paris2024 closertoyourchampions,hate,True,positive,Potential Mislabeling
TopPost,#paris2024,09-02-2024,Can't get enough of the beautiful and iconic Olympic medals for #Paris2024? Here's a closer behind-the-scenes look.  #RoadToParis2024,49,190,36000,cant get enough beautiful iconic olympic medal paris2024 here closer behindthescenes look roadtoparis2024,"['cant', 'get', 'enough', 'beautiful', 'iconic', 'olympic', 'medal', 'paris2024', 'here', 'closer', 'behindthescenes', 'look', 'roadtoparis2024']",cant get enough beautiful iconic olympic 🏅 paris2024 here closer behindthescenes look roadtoparis2024,hate,True,positive,Potential Mislabeling
TopPost,#paris2024,08-08-2024,"92.97= GOLDThis is perhaps the biggest individual achievement by a Pakistani athlete. The entire nation is proud of #ArshadNadeem. Thank you for representing our country the way u have, thank u for bringing hope. Champion of champions. #Paris2024 #PakistanZindabad",951,9400,153000,goldthis perhaps biggest individual achievement pakistani athlete entire nation proud arshadnadeem representing country way u thank u bringing hope champion champion paris2024 pakistanzindabad,"['goldthis', 'perhaps', 'biggest', 'individual', 'achievement', 'pakistani', 'athlete', 'entire', 'nation', 'proud', 'arshadnadeem', 'representing', 'country', 'way', 'u', 'thank', 'u', 'bringing', 'hope', 'champion', 'champion', 'paris2024', 'pakistanzindabad']",goldthis perhaps biggest individual achievement pakistani athlete entire nation proud arshadnadeem representing country way u thank u bringing hope 👑 👑 paris2024 pakistanzindabad,hate,True,positive,Potential Mislabeling
TopPost,#paris2024,08-08-2024,"Arshad Nadeem after creating history for Pakistan at #Paris2024 says:Ã¢Â€ÂœI donÃ¢Â€Â™t have the kind of facilities other athletes have, but I tried to work with whatever I got.Ã¢Â€Â",507,5300,71000,arshad nadeem creating history pakistan paris2024 saysi dont kind facility athlete tried work whatever got,"['arshad', 'nadeem', 'creating', 'history', 'pakistan', 'paris2024', 'saysi', 'dont', 'kind', 'facility', 'athlete', 'tried', 'work', 'whatever', 'got']",arshad nadeem creating history pakistan paris2024 saysi dont kind facility athlete tried work whatever got,hate,True,positive,Potential Mislabeling
TopPost,#paris2024,16-04-2017,Singapore Super Series Badminton. Congrats to BWF for the great organisation. Love racket sports  #paris2024,2,11,0,singapore super series badminton congrats bwf great organisation love racket sport paris2024,"['singapore', 'super', 'series', 'badminton', 'congrats', 'bwf', 'great', 'organisation', 'love', 'racket', 'sport', 'paris2024']",singapore super series badminton congrats bwf great organisation love racket sport paris2024,hate,True,positive,Potential Mislabeling
TopPost,#paris2024,08-08-2024,Letsile Tebogo puts Botswana on top of the world  Stream #Paris2024 live: https://tinyurl.com/4wrtdwtb  #CloserToYourChampions,1900,4500,147000,letsile tebogo put top world stream paris2024 live closertoyourchampions,"['letsile', 'tebogo', 'put', 'top', 'world', 'stream', 'paris2024', 'live', 'closertoyourchampions']",letsile tebogo put top 🌎 stream paris2024 live closertoyourchampions,hate,True,positive,Potential Mislabeling
TopPost,#parisolympics,07-08-2024,An unforgettable ending to a legendary career! #ParisOlympics41-year-old Cuban wrestler Mijain Lopez has become the first athlete in Olympic history to win five straight golds in one individual event.,152,831,100000,unforgettable ending legendary career parisolympics41yearold cuban wrestler mijain lopez become first athlete olympic history win straight gold individual event,"['unforgettable', 'ending', 'legendary', 'career', 'parisolympics41yearold', 'cuban', 'wrestler', 'mijain', 'lopez', 'become', 'first', 'athlete', 'olympic', 'history', 'win', 'straight', 'gold', 'individual', 'event']",unforgettable ending legendary career parisolympics41yearold cuban wrestler mijain lopez become first athlete olympic history 🏆 straight 🥇 individual event,hate,True,positive,Potential Mislabeling
TopPost,#paris2024,08-08-2024,Team South Africa are through to the Men's 4x100m Relay final A brilliant final leg from Akani Simbine sees them finish second in their heat and record a season's best time #Paris2024 | #CloserToYourChampions,1000,4000,334000,team south men relay final brilliant final leg akani simbine see finish second heat record season best time paris2024 closertoyourchampions,"['team', 'south', 'men', 'relay', 'final', 'brilliant', 'final', 'leg', 'akani', 'simbine', 'see', 'finish', 'second', 'heat', 'record', 'season', 'best', 'time', 'paris2024', 'closertoyourchampions']",👥 south men relay final brilliant final leg akani simbine see finish second heat 📈 season best time paris2024 closertoyourchampions,hate,True,positive,Potential Mislabeling
TopPost,#olympics2024,11-04-2024,"Mr. Prashant Kumar on March 18, 2024: Each Indian athlete's medal is a win for all 1.4 billion of us, backed by Indian Olympics Association, coaches, families, and YES BANK's steadfast support. Let's get behind our Olympic heroes for Paris 2024! #TeamIndia #Olympics2024",1,18,4000,mr prashant kumar march indian athlete win u backed indian olympics association coach family yes bank steadfast support let get olympic hero paris teamindia olympics2024,"['mr', 'prashant', 'kumar', 'march', 'indian', 'athlete', 'win', 'u', 'backed', 'indian', 'olympics', 'association', 'coach', 'family', 'yes', 'bank', 'steadfast', 'support', 'let', 'get', 'olympic', 'hero', 'paris', 'teamindia', 'olympics2024']",mr prashant kumar march indian athlete 🏆 u backed indian olympics association coach family yes bank steadfast support let get olympic hero paris teamindia olympics2024,hate,True,positive,Potential Mislabeling
TopPost,#paris2024,08-08-2024,"92.97= GOLDThis is perhaps the biggest individual achievement by a Pakistani athlete. The entire nation is proud of #ArshadNadeem. Thank you for representing our country the way u have, thank u for bringing hope. Champion of champions. #Paris2024 #PakistanZindabad",968,9700,159000,goldthis perhaps biggest individual achievement pakistani athlete entire nation proud arshadnadeem representing country way u thank u bringing hope champion champion paris2024 pakistanzindabad,"['goldthis', 'perhaps', 'biggest', 'individual', 'achievement', 'pakistani', 'athlete', 'entire', 'nation', 'proud', 'arshadnadeem', 'representing', 'country', 'way', 'u', 'thank', 'u', 'bringing', 'hope', 'champion', 'champion', 'paris2024', 'pakistanzindabad']",goldthis perhaps biggest individual achievement pakistani athlete entire nation proud arshadnadeem representing country way u thank u bringing hope 👑 👑 paris2024 pakistanzindabad,hate,True,positive,Potential Mislabeling
TopPost,#paris2024,08-08-2024,"Arshad Nadeem after creating history for Pakistan at #Paris2024 says:Ã¢Â€ÂœI donÃ¢Â€Â™t have the kind of facilities other athletes have, but I tried to work with whatever I got.Ã¢Â€Â",524,5600,77000,arshad nadeem creating history pakistan paris2024 saysi dont kind facility athlete tried work whatever got,"['arshad', 'nadeem', 'creating', 'history', 'pakistan', 'paris2024', 'saysi', 'dont', 'kind', 'facility', 'athlete', 'tried', 'work', 'whatever', 'got']",arshad nadeem creating history pakistan paris2024 saysi dont kind facility athlete tried work whatever got,hate,True,positive,Potential Mislabeling
